# common-definitions.url: git@github.com:IAMconsortium/common-definitions
# common-definitions.commit_hash: 7e32405ade790677a6022ff498395bff00d9792d
# common-definitions.commit_timestamp: 2025-10-20 10:42:13
variable,description,unit,tier,Internal_variable,Status,comments.answers,navigate,engage,notes,lower_bound,note,range,region.aggregation,check.aggregate,skip.region.aggregation,sdg,weight,min,components,shape,agmip,ngfs5
Price|Final Energy|Industry|Iron and Steel|Heat|Biomass,"Price for centralized heat from biomass, including biogas in the iron and steel sector excluding feedstocks including transmission and distribution costs, including carbon prices but not including other taxes",USD_2010/GJ,3,,,,,,,,,,,,,,Final Energy|Industry|Iron and Steel|Heat|Biomass,,,,,
Price|Final Energy|Industry|Iron and Steel|Heat|Coal,"Price for centralized heat from coal in the iron and steel sector excluding feedstocks including transmission and distribution costs, including carbon prices but not including other taxes",USD_2010/GJ,3,,,,,,,,,,,,,,Final Energy|Industry|Iron and Steel|Heat|Coal,,,,,
Price|Final Energy|Industry|Iron and Steel|Heat|Electricity,"Price for centralized heat from electricity in the iron and steel sector excluding feedstocks including transmission and distribution costs, including carbon prices but not including other taxes",USD_2010/GJ,3,,,,,,,,,,,,,,Final Energy|Industry|Iron and Steel|Heat|Electricity,,,,,
Price|Final Energy|Industry|Iron and Steel|Heat|Fossil,"Price for centralized heat from fossil fuels including natural gas, oil and coal in the iron and steel sector excluding feedstocks including transmission and distribution costs, including carbon prices but not including other taxes",USD_2010/GJ,3,,,,,,,,,,,,,,Final Energy|Industry|Iron and Steel|Heat|Fossil,,,,,
Price|Final Energy|Industry|Iron and Steel|Heat|Gas,"Price for centralized heat from fossil methane ('natural gas') in the iron and steel sector excluding feedstocks including transmission and distribution costs, including carbon prices but not including other taxes",USD_2010/GJ,3,,,,,,,,,,,,,,Final Energy|Industry|Iron and Steel|Heat|Gas,,,,,
Price|Final Energy|Industry|Iron and Steel|Heat|Geothermal,"Price for centralized heat from geothermal energy excluding ground-source heat pumps in the iron and steel sector excluding feedstocks including transmission and distribution costs, including carbon prices but not including other taxes",USD_2010/GJ,3,,,,,,,,,,,,,,Final Energy|Industry|Iron and Steel|Heat|Geothermal,,,,,
Price|Final Energy|Industry|Iron and Steel|Heat|Hydrogen,"Price for centralized heat from hydrogen in the iron and steel sector excluding feedstocks including transmission and distribution costs, including carbon prices but not including other taxes",USD_2010/GJ,3,,,,,,,,,,,,,,Final Energy|Industry|Iron and Steel|Heat|Hydrogen,,,,,
Price|Final Energy|Industry|Iron and Steel|Heat|Nuclear,"Price for centralized heat from nuclear energy in the iron and steel sector excluding feedstocks including transmission and distribution costs, including carbon prices but not including other taxes",USD_2010/GJ,3,,,,,,,,,,,,,,Final Energy|Industry|Iron and Steel|Heat|Nuclear,,,,,
Price|Final Energy|Industry|Iron and Steel|Heat|Oil,"Price for centralized heat from refined crude oil in the iron and steel sector excluding feedstocks including transmission and distribution costs, including carbon prices but not including other taxes",USD_2010/GJ,3,,,,,,,,,,,,,,Final Energy|Industry|Iron and Steel|Heat|Oil,,,,,
Price|Final Energy|Industry|Iron and Steel|Heat|Other,"Price for centralized heat from sources that do not fit any other category in the iron and steel sector excluding feedstocks including transmission and distribution costs, including carbon prices but not including other taxes",USD_2010/GJ,3,,,,,,,,,,,,,,Final Energy|Industry|Iron and Steel|Heat|Other,,,,,
Price|Final Energy|Industry|Iron and Steel|Heat|Solar,"Price for centralized heat from solar energy in the iron and steel sector excluding feedstocks including transmission and distribution costs, including carbon prices but not including other taxes",USD_2010/GJ,3,,,,,,,,,,,,,,Final Energy|Industry|Iron and Steel|Heat|Solar,,,,,
Price|Final Energy|Industry|Iron and Steel|Hydrogen,"Price for hydrogen in the iron and steel sector excluding feedstocks including transmission and distribution costs, including carbon prices but not including other taxes",USD_2010/GJ,2,energy_price_clean,done,,,,,,,,,,,,Final Energy|Industry|Iron and Steel|Hydrogen,,,,,
Price|Final Energy|Industry|Iron and Steel|Hydrogen|Biomass,"Price for hydrogen generated from biomass in the iron and steel sector excluding feedstocks including transmission and distribution costs, including carbon prices but not including other taxes",USD_2010/GJ,3,,,,,,,,,,,,,,Final Energy|Industry|Iron and Steel|Hydrogen|Biomass,,,,,
Price|Final Energy|Industry|Iron and Steel|Hydrogen|Coal,"Price for hydrogen from coal in the iron and steel sector excluding feedstocks including transmission and distribution costs, including carbon prices but not including other taxes",USD_2010/GJ,3,,,,,,,,,,,,,,Final Energy|Industry|Iron and Steel|Hydrogen|Coal,,,,,
Price|Final Energy|Industry|Iron and Steel|Hydrogen|Electricity,"Price for hydrogen from electrolysis in the iron and steel sector excluding feedstocks including transmission and distribution costs, including carbon prices but not including other taxes",USD_2010/GJ,3,,,,,,,,,,,,,,Final Energy|Industry|Iron and Steel|Hydrogen|Electricity,,,,,
Price|Final Energy|Industry|Iron and Steel|Hydrogen|Fossil,"Price for hydrogen from fossil fuels including natural gas, oil and coal in the iron and steel sector excluding feedstocks including transmission and distribution costs, including carbon prices but not including other taxes",USD_2010/GJ,3,,,,,,,,,,,,,,Final Energy|Industry|Iron and Steel|Hydrogen|Fossil,,,,,
Price|Final Energy|Industry|Iron and Steel|Hydrogen|Gas,"Price for hydrogen from fossil methane ('natural gas') in the iron and steel sector excluding feedstocks including transmission and distribution costs, including carbon prices but not including other taxes",USD_2010/GJ,3,,,,,,,,,,,,,,Final Energy|Industry|Iron and Steel|Hydrogen|Gas,,,,,
Price|Final Energy|Industry|Iron and Steel|Hydrogen|Nuclear,"Price for hydrogen from nuclear energy (e.g. thermochemical water splitting with nuclear heat) in the iron and steel sector excluding feedstocks including transmission and distribution costs, including carbon prices but not including other taxes",USD_2010/GJ,3,,,,,,,,,,,,,,Final Energy|Industry|Iron and Steel|Hydrogen|Nuclear,,,,,
Price|Final Energy|Industry|Iron and Steel|Hydrogen|Oil,"Price for hydrogen from refined crude oil in the iron and steel sector excluding feedstocks including transmission and distribution costs, including carbon prices but not including other taxes",USD_2010/GJ,3,,,,,,,,,,,,,,Final Energy|Industry|Iron and Steel|Hydrogen|Oil,,,,,
Price|Final Energy|Industry|Iron and Steel|Hydrogen|Other,"Price for hydrogen from other sources in the iron and steel sector excluding feedstocks including transmission and distribution costs, including carbon prices but not including other taxes",USD_2010/GJ,3,,,,,,,,,,,,,,Final Energy|Industry|Iron and Steel|Hydrogen|Other,,,,,
Price|Final Energy|Industry|Iron and Steel|Hydrogen|Solar,"Price for hydrogen from solar energy (e.g. thermochemical water splitting with solar heat) in the iron and steel sector excluding feedstocks including transmission and distribution costs, including carbon prices but not including other taxes",USD_2010/GJ,3,,,,,,,,,,,,,,Final Energy|Industry|Iron and Steel|Hydrogen|Solar,,,,,
Price|Final Energy|Industry|Iron and Steel|Liquids,"Price for refined liquid fuels including oil products, fuels from gas and coal, synthetic fuels and biofuels in the iron and steel sector excluding feedstocks including transmission and distribution costs, including carbon prices but not including other taxes",USD_2010/GJ,2,energy_price_clean,done,,,,,,,,,,,,Final Energy|Industry|Iron and Steel|Liquids,,,,,
Price|Final Energy|Industry|Iron and Steel|Liquids|Biomass,"Price for liquid fuels from biomass in the iron and steel sector excluding feedstocks including transmission and distribution costs, including carbon prices but not including other taxes",USD_2010/GJ,3,,,,,,,,,,,,,,Final Energy|Industry|Iron and Steel|Liquids|Biomass,,,,,
Price|Final Energy|Industry|Iron and Steel|Liquids|Coal,"Price for liquid fuels from coal in the iron and steel sector excluding feedstocks including transmission and distribution costs, including carbon prices but not including other taxes",USD_2010/GJ,3,,,,,,,,,,,,,,Final Energy|Industry|Iron and Steel|Liquids|Coal,,,,,
Price|Final Energy|Industry|Iron and Steel|Liquids|Electricity,"Price for liquid synthetic fuels from electricity, i.e., e-fuels (if hydrogen is not explicitly modeled as an intermediate product) in the iron and steel sector excluding feedstocks including transmission and distribution costs, including carbon prices but not including other taxes",USD_2010/GJ,3,,,,,,,,,,,,,,Final Energy|Industry|Iron and Steel|Liquids|Electricity,,,,,
Price|Final Energy|Industry|Iron and Steel|Liquids|Fossil,"Price for liquid fuels from fossil fuels including coal, natural gas and conventional/unconventional oil in the iron and steel sector excluding feedstocks including transmission and distribution costs, including carbon prices but not including other taxes",USD_2010/GJ,3,,,,,,,,,,,,,,Final Energy|Industry|Iron and Steel|Liquids|Fossil,,,,,
Price|Final Energy|Industry|Iron and Steel|Liquids|Gas,"Price for liquid fuels from fossil methane ('natural gas') in the iron and steel sector excluding feedstocks including transmission and distribution costs, including carbon prices but not including other taxes",USD_2010/GJ,3,,,,,,,,,,,,,,Final Energy|Industry|Iron and Steel|Liquids|Gas,,,,,
Price|Final Energy|Industry|Iron and Steel|Liquids|Hydrogen,"Price for liquid fuels from hydrogen (if hydrogen is explicitly modeled as a commodity and not an implicit intermediate product of the transformation technologies) in the iron and steel sector excluding feedstocks including transmission and distribution costs, including carbon prices but not including other taxes",USD_2010/GJ,3,,,,,,,,,,,,,,Final Energy|Industry|Iron and Steel|Liquids|Hydrogen,,,,,
Price|Final Energy|Industry|Iron and Steel|Liquids|Oil,"Price for liquid fuels from refined crude oil in the iron and steel sector excluding feedstocks including transmission and distribution costs, including carbon prices but not including other taxes",USD_2010/GJ,3,,,,,,,,,,,,,,Final Energy|Industry|Iron and Steel|Liquids|Oil,,,,,
Price|Final Energy|Industry|Iron and Steel|Liquids|Other,"Price for sources that do not fit any other category in the iron and steel sector excluding feedstocks including transmission and distribution costs, including carbon prices but not including other taxes",USD_2010/GJ,3,,,,,,,,,,,,,,Final Energy|Industry|Iron and Steel|Liquids|Other,,,,,
Price|Final Energy|Industry|Iron and Steel|Solids,"Price for solid energy carriers, including coal, briquettes, coke, and wood pellets in the iron and steel sector excluding feedstocks including transmission and distribution costs, including carbon prices but not including other taxes",USD_2010/GJ,2,energy_price_clean,done,,,,,,,,,,,,Final Energy|Industry|Iron and Steel|Solids,,,,,
Price|Final Energy|Industry|Iron and Steel|Solids|Biomass,"Price for solid biomass (e.g., commercial charcoal, wood chips, wood pellets) in the iron and steel sector excluding feedstocks including transmission and distribution costs, including carbon prices but not including other taxes",USD_2010/GJ,3,energy_price_clean,done,,,,,,,,,,,,Final Energy|Industry|Iron and Steel|Solids|Biomass,,,,,
Price|Final Energy|Industry|Iron and Steel|Solids|Coal,"Price for coal, lignite, and derived products (e.g., coke, briquettes) in the iron and steel sector excluding feedstocks including transmission and distribution costs, including carbon prices but not including other taxes",USD_2010/GJ,3,energy_price_clean,done,,,,,,,,,,,,Final Energy|Industry|Iron and Steel|Solids|Coal,,,,,
Price|Final Energy|Industry|Liquids,"Price for refined liquid fuels including oil products, fuels from gas and coal, synthetic fuels and biofuels in the industrial sector excluding non-energy use (e.g.feedstocks) including transmission and distribution costs, including carbon prices but not including other taxes",USD_2010/GJ,1,energy_price_clean,done,,,,,,,,,,,,Final Energy|Industry|Liquids,,,,,
Price|Final Energy|Industry|Liquids|Biomass,"Price for liquid fuels from biomass in the industrial sector excluding non-energy use (e.g.feedstocks) including transmission and distribution costs, including carbon prices but not including other taxes",USD_2010/GJ,2,,,,,,,,,,,,,,Final Energy|Industry|Liquids|Biomass,,,,,
Price|Final Energy|Industry|Liquids|Coal,"Price for liquid fuels from coal in the industrial sector excluding non-energy use (e.g.feedstocks) including transmission and distribution costs, including carbon prices but not including other taxes",USD_2010/GJ,2,,,,,,,,,,,,,,Final Energy|Industry|Liquids|Coal,,,,,
